Kategorie;Epoche;Schwierigkeit;Komponist;Titel;Besetzung;Verlag
Klavier Solo ;Neue Musik;sehr schwierig;Gubaidulina, Sofia;Toccata troncata, Forest Musiciens (1971);Klavier;Sikorski 6849
Klavier Solo ;Neue Musik;sehr schwierig;Gál, Hans;Drei Präludien (1944);Klavier;Schott ED 9297
Klavier Solo ;Neue Musik;sehr schwierig;Halffter, Cristóbal;Cadencia;Klavier;Universal Edition 30132
Klavier Solo ;Neue Musik;sehr schwierig;Hartmann, Karl Amadeus;Jazztoccata und -fuge;Klavier;Schott ED 6426
Klavier Solo ;Neue Musik;sehr schwierig;Hartmann, Karl Amadeus;Sonate 27. April 1945;Klavier;Schott ED 6870
Klavier Solo ;Neue Musik;sehr schwierig;Heiss, Hermann;Chaconne (1936);Klavier;Breitkopf und Härtel 5957
Klavier Solo ;Neue Musik;sehr schwierig;Hindemith, Paul;Ludus tonalis (1942);Klavier;Schott ED 3964
Klavier Solo ;Neue Musik;sehr schwierig;Hindemith, Paul;"Sonate I in A (""Der Main"") (1936)";Klavier;Schott ED 2518
Klavier Solo ;Neue Musik;sehr schwierig;Hindemith, Paul;Sonate III in B (1936);Klavier;Schott ED 2521
Klavier Solo ;Neue Musik;sehr schwierig;Hindemith, Paul;"Suite ""1922"" op. 26";Klavier;Schott ED 1732
Klavier Solo ;Neue Musik;sehr schwierig;Honegger, Arthur;Piano-Album;Klavier;Salabert EAS 18786/L1
Klavier Solo ;Neue Musik;sehr schwierig;Honegger, Arthur;Toccata et Variations (1916);Klavier;Salabert SECA 0217/D4
Klavier Solo ;Neue Musik;sehr schwierig;Hummel, Franz;Archipelagos. Sonate (1987);Klavier;Accent
Klavier Solo ;Neue Musik;sehr schwierig;Höller, York;Fünf Stücke für Klavier (1964);Klavier;Schott ED 9317
Klavier Solo ;Neue Musik;sehr schwierig;Höller, York;"Sonate Nr. 1 ""Sonate informelle"" (1968)";Klavier;Breitkopf und Härtel 8257
Klavier Solo ;Neue Musik;sehr schwierig;Ibert, Jacques;Les rencontres. Petite suite en forme de ballet;Klavier;Leduc AL 16796
Klavier Solo ;Neue Musik;sehr schwierig;Ishii, Maki;Beyond a Distance op. 41;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0101860"
Klavier Solo ;Neue Musik;sehr schwierig;Ives, Charles;Five Piano Pieces;Klavier;Theodor Presser Company 440-40007
Klavier Solo ;Neue Musik;sehr schwierig;Ives, Charles;Set of Five Take-Offs for Piano;Klavier;Peer 3207
Klavier Solo ;Neue Musik;sehr schwierig;Ives, Charles;Sonata No. 1;Klavier;Peer 1128
Klavier Solo ;Neue Musik;sehr schwierig;Ives, Charles;"Sonate Nr. 2 ""Concord, Mass, 1840-1860""";Klavier;Music Sales GS 22418
Klavier Solo ;Neue Musik;sehr schwierig;Jolas, Betsy;Signets. Hommage à Ravel (1987);Klavier;Salabert EAS 18768
Klavier Solo ;Neue Musik;sehr schwierig;Jolivet, André;Deuxième Sonate;Klavier;Leduc HE 31693
Klavier Solo ;Neue Musik;sehr schwierig;Jolivet, André;Sonate I (1945);Klavier;Universal Edition 11827
Klavier Solo ;Neue Musik;sehr schwierig;Kagel, Mauricio Raúl;MM 51. Ein Stück Filmmusik für Kinder;Klavier;Universal Edition 16651
Klavier Solo ;Neue Musik;sehr schwierig;Kirchner, Volker David;Luces y Sombras. 6 Tangos (1999);Klavier;Schott ED 9214
Klavier Solo ;Neue Musik;sehr schwierig;Klein, Richard Rudolf;2. Sonate für Klavier;Klavier;Heinrichhofens N 3598
Klavier Solo ;Neue Musik;sehr schwierig;Kodály, Zoltán;Marosszéker Tänze (1927);Klavier;Universal Edition 8213
Klavier Solo ;Neue Musik;sehr schwierig;Korngold, Erich Wolfgang;Sonate Nr. 1 (1908) d-moll;Klavier;Universal Edition 2765
Klavier Solo ;Neue Musik;sehr schwierig;Krenek, Ernst;Sonate (1919) Es-dur op. 2;Klavier;Universal Edition 6496
Klavier Solo ;Neue Musik;sehr schwierig;Krenek, Ernst;Sonate II (1928) op. 59;Klavier;Universal Edition 8836
Klavier Solo ;Neue Musik;sehr schwierig;Liebermann, Rolf;Sonate (1951);Klavier;Universal Edition 12055
Klavier Solo ;Neue Musik;sehr schwierig;Ligeti, György;Etudes Bd. 1 (1985), Bd. 2 (1993);Klavier;Schott ED 7989, 8654
Klavier Solo ;Neue Musik;sehr schwierig;Lutoslawski, Witold;Album per pianoforte;Klavier;Polskie Wydawnictwo Muzyczne 7795
Klavier Solo ;Neue Musik;sehr schwierig;Lutoslawski, Witold;Zwei Etüden (1949/1941);Klavier;Polskie Wydawnictwo Muzyczne 62
Klavier Solo ;Neue Musik;sehr schwierig;Malipiero, Gian Francesco;Cinque studie per domani;Klavier;Universal Edition 13 063
Klavier Solo ;Neue Musik;sehr schwierig;Malipiero, Gian Francesco;Pasqua di resurrezione (1924);Klavier;Salabert RL 11508a
Klavier Solo ;Neue Musik;sehr schwierig;Malipiero, Gian Francesco;Tarlo (1922);Klavier;Salabert EMS 4944
Klavier Solo ;Neue Musik;sehr schwierig;Mallie, Loic;Evocation (1991);Klavier;Fuzeau 91408
Klavier Solo ;Neue Musik;sehr schwierig;Mansurjan, Tigran;Nostalghia (1976);Klavier;Peters Bel 587
Klavier Solo ;Neue Musik;sehr schwierig;Martin, Frank;Fantasie sur des rhythmes flamenco (1973);Klavier;Universal Edition 15 042
Klavier Solo ;Neue Musik;sehr schwierig;Martin, Frank;Huit Préludes (1948);Klavier;Universal Edition 11973
Klavier Solo ;Neue Musik;sehr schwierig;Martinu, Bohuslav;Etüden und Polkas. 16 Stücke (1945);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100542"
Klavier Solo ;Neue Musik;sehr schwierig;Martinu, Bohuslav;Preludes (1929);Klavier;Leduc HE 31296
Klavier Solo ;Neue Musik;sehr schwierig;Martinu, Bohuslav;Sonate Nr. 1 (1954);Klavier;Max Eschig 6947
Klavier Solo ;Neue Musik;sehr schwierig;Martinu, Bohuslav;The Puppets' Dance (The Puppets);Klavier;
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Cantéyodjaya (1949-1953);Klavier;Universal Edition 12127
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Catalogue d'oiseaux, Nr. 1-13 (1956/1958);Klavier;Leduc Al 22937-22947
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Fantasie burlesque (1932);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101392"
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Ile de feu 1 u. 2 (1949/1950);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 101282, D101283"
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;La fauvette des jardins (1970);Klavier;Leduc AL 24588
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Préludes Nr. 1-8 (1929);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 101284"
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Rondeau (1943);Klavier;Leduc AL 20255
Klavier Solo ;Neue Musik;sehr schwierig;Messiaen, Olivier;Vingt régards sur l'enfant-Jesús (1944);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101385"
Klavier Solo ;Neue Musik;sehr schwierig;Mihalovici, Marcel;11 Ricercari (1941) op. 46;Klavier;Leduc HE 31318
Klavier Solo ;Neue Musik;sehr schwierig;Mihalovici, Marcel;Sonate (1964) op. 90;Klavier;Leduc AL 23522
Klavier Solo ;Neue Musik;sehr schwierig;Moeran, Ernest John;Toccata;Klavier;Shawnee Press CH 02120
Klavier Solo ;Neue Musik;sehr schwierig;Nono, Luigi;sofferte onde serene (1974-1976);Klavier und Zweispuriges Tonband;Ricordi NR 132564
Klavier Solo ;Neue Musik;sehr schwierig;Nörgard, Per;Grooving. 3 Stücke (1967/68);Klavier;Hansen Wilhelm Edition 4141
Klavier Solo ;Neue Musik;sehr schwierig;Ohana, Maurice;24 Préludes (1972/1973);Klavier;Jobert Editions 909
Klavier Solo ;Neue Musik;sehr schwierig;Ohana, Maurice;Trois Caprices (1944-1954);Klavier;Billaudot MR 1121 B
Klavier Solo ;Neue Musik;sehr schwierig;Petrassi, Goffredo;Toccata;Klavier;Ricordi 122 924
Klavier Solo ;Neue Musik;sehr schwierig;Petyrek, Felix;Sonate (1944);Klavier;Doblinger 01560
Klavier Solo ;Neue Musik;sehr schwierig;Poulenc, Francis;Humoresque (1934);Klavier;Salabert EAS 15333/B4
Klavier Solo ;Neue Musik;sehr schwierig;Poulenc, Francis;Napoli. Suite (1922-1925);Klavier;Salabert RL 11565/E3
Klavier Solo ;Neue Musik;sehr schwierig;Poulenc, Francis;Presto en si bémol (1934);Klavier;Salabert EAS 14886/L1
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Cinderella. 10 Stücke op. 97;Klavier;Sikorski 2169
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Gavotte (Three Pieces From Cinderella) Op.95 No.2;Klavier;
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Romeo und Julia. Zehn Stücke;Klavier;Sikorski 2121
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Sarcasmen op. 17;Klavier;Benjamin Anton Musikverlage EE 1109
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Sonaten Bd. 1: Nr. 1-5;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0101083"
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Sonaten Bd. 2: Nr. 6-9;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0107011, sik 6872"
Klavier Solo ;Neue Musik;sehr schwierig;Prokofjew, Sergej;Toccata op. 11;Klavier;Forberg
Klavier Solo ;Neue Musik;sehr schwierig;Raskatov, Alexander;Consolation (1989);Klavier;Peters Bel 590
Klavier Solo ;Neue Musik;sehr schwierig;Rautavaara, Einojuhani;6 Etüden op. 42;Klavier;Fazer Music
Klavier Solo ;Neue Musik;sehr schwierig;Reimann, Aribert;Spektren (1967);Klavier;Ars viva 31
Klavier Solo ;Neue Musik;sehr schwierig;Riisager, Knudage;Sonate op. 22;Klavier;Music Sales WH 22942
Klavier Solo ;Neue Musik;sehr schwierig;Rorem, Ned;Sonate Nr. 1, 3 (1948, 1954);Klavier;Peters vergr., ev. Verlagskopie
Klavier Solo ;Neue Musik;sehr schwierig;Rorem, Ned;Sonate Nr. 2 (1949);Klavier;Billaudot PN 6169
Klavier Solo ;Neue Musik;sehr schwierig;Rzewski, Frederic Anthony;Four Pieces for Piano (1977);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0101913"
Klavier Solo ;Neue Musik;sehr schwierig;Rózsa, Miklós;Sonate (1948) op. 20;Klavier;Breitkopf und Härtel 5976 (Kopie)
Klavier Solo ;Neue Musik;sehr schwierig;Scelsi, Giacinto;Suite Nr. 10;Klavier;Music Sales GS 33497
Klavier Solo ;Neue Musik;sehr schwierig;Scelsi, Giacinto;Suite Nr. 9;Klavier;Salabert 18407
Klavier Solo ;Neue Musik;sehr schwierig;Schierbeck, Poul;Zwei phantastische Studien op. 4;Klavier;MSl WH 26761
Klavier Solo ;Neue Musik;sehr schwierig;Schnittke, Alfred;Sonate Nr. 1 (1987);Klavier;Sikorski 6833
Klavier Solo ;Neue Musik;sehr schwierig;Schnittke, Alfred;Sonate Nr. 3 (1994);Klavier;Sikorski 1966
Klavier Solo ;Neue Musik;sehr schwierig;Schostakowitsch, Dmitri;Sonate Nr. 2 op. 61;Klavier;Sikorski 2321
Klavier Solo ;Neue Musik;sehr schwierig;Schostakowitsch, Dmitri;Vierundzwanzig Präludien und Fugen op. 87;Klavier;Peters 4716a, b, sik 2124, 2188
Klavier Solo ;Neue Musik;sehr schwierig;Schtschedrin, Rodion Konstantinowitsch;24 Präludien und Fugen Bd. 1, 2;Klavier;Sikorski 2136a, b
Klavier Solo ;Neue Musik;sehr schwierig;Schtschedrin, Rodion Konstantinowitsch;Sonate;Klavier;Sikorski 2305
Klavier Solo ;Neue Musik;sehr schwierig;Schönberg, Arnold;Suite (1921) op. 25;Klavier;Universal Edition 7627
Klavier Solo ;Neue Musik;sehr schwierig;Sessions, Roger Huntington;Five Pieces for Piano (1974/1975);Klavier;Theodor Presser Company 440-40008
Klavier Solo ;Neue Musik;sehr schwierig;Skalkottas, Nikos;15 Little Variations;Klavier;Universal Edition 12792
Klavier Solo ;Neue Musik;sehr schwierig;Strawinsky, Igor;Sonate (1924);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100733"
Klavier Solo ;Neue Musik;sehr schwierig;Strawinsky, Igor;Trois movements de Pétrouchka (1921);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100735"
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;9 Préludes (1899/1900) op. 1;Klavier;Universal Edition 3852
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Masques. Scheherezade, Tantris der Narr, Serenade des Don Juan (1916) op. 34;Klavier;Universal Edition 5858
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Mazurkas. 20 Werke (1924/1925) op. 50;Klavier;Universal Edition 15972
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Métopes. Die Insel der Sirenen, Kalypso, Nausikaa (1915) op. 29;Klavier;Universal Edition 6997
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Sonate Nr. 3 (1917) op. 36;Klavier;Universal Edition 5859
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Sonaten Nr. 2 (1911) A-dur op. 21;Klavier;Universal Edition 3864
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Variationen über ein polnisches Volkslied (1904) h-moll op. 10;Klavier;Universal Edition 3859
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Vier Etüden (1902) op. 4;Klavier;Universal Edition 3855
Klavier Solo ;Neue Musik;sehr schwierig;Szymanowski, Karol;Zwölf Etüden. (1916, Revision 1994) op. 33;Klavier;Universal Edition 6998
Klavier Solo ;Neue Musik;sehr schwierig;Tippett, Michael;Sonata (1938, revidiert 1942);Klavier;Schott ED 10123
Klavier Solo ;Neue Musik;sehr schwierig;Tippett, Michael;Sonata Nr. 2 in one movement (1962);Klavier;Schott ED 10815
Klavier Solo ;Neue Musik;sehr schwierig;Tscherepnin, Alexander;Zwölf Préludes (1952/1953) op. 85;Klavier;Peters Bel 390
Klavier Solo ;Neue Musik;sehr schwierig;Turina, Joaquin;Vals Romantico (Literna Magica) Op.101 No.3;Klavier;
Klavier Solo ;Neue Musik;sehr schwierig;Turina, Joaquín;Piano solo;Klavier;Salabert EAS 18938
Klavier Solo ;Neue Musik;sehr schwierig;Ustwolskaja, Galina;Sonaten Nr. 1-3, 4-6;Klavier;Sikorski 1943, 1944
Klavier Solo ;Neue Musik;sehr schwierig;Vladiguerov, Pantscho;Trois Pièces: Crépuscule, Légende, Danse Primordiale;Klavier;Antes ISMN M 2043-0505-6
Klavier Solo ;Neue Musik;sehr schwierig;Volkonsky, André;Musica stricta;Klavier;Peters Bel 586
Klavier Solo ;Neue Musik;sehr schwierig;Wolpe, Stefan;Battle Piece;Klavier;Peer 3039
Klavier Solo ;Neue Musik;sehr schwierig;Wolpe, Stefan;"Form IV ""Broken Sequences""";Klavier;Peters 6462
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Albéniz, Isaac Manuel Francisco;Iberia, 4 Bände;Klavier;Salabert EAS 16216-16219
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Albéniz, Isaac Manuel Francisco;Navarra;Klavier;Salabert EAS 16207/E3
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Albéniz, Isaac Manuel Francisco;Piano-Solo (1883-1909);Klavier;Salabert EAS 18908
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Alkan, Charles Valentin;Barcarolle (aus: Chants op. 65) op. 65,6;Klavier;Billaudot R 15023
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Alkan, Charles Valentin;Grande Sonate op. 33;Klavier;Billaudot R 4688
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Alkan, Charles Valentin;Le festin d'Esope (aus: Douze Etudes dans les tons mineurs) op. 39,12;Klavier;Billaudot R 13171
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Alkan, Charles Valentin;Sonatine a-moll op. 61;Klavier;Billaudot R 13475
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Balakirew, Mili;Ausgewählte Werke I, II;Klavier;Peters 9576a, 9576b
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Balakirew, Mili;Islamey. Orientalische Phantasie;Klavier;"Benjamin Anton Musikverlage EE 3109, pet 9167, Boosey&amp;Hawkes, Bote&amp;Bock CF 0106050"
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Balakirew, Mili;Klavierwerke I-IV;Klavier;Könemann
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Balakirew, Mili;Sonate b-moll;Klavier;Zimmermann 10270
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Bortkiewicz, Sergej;12 Etudes Nouvelles op. 29;Klavier;Rahter EE 110a
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;2 Rhapsodien op. 79;Klavier;Peters 8942, Breitkopf und Härtel 6011, sch UT 50007, UE 2277
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Fantasien op. 116, 1-7;Klavier;Henle 120, pet 8943 Urtext, sch UT 50072, Breitkopf und Härtel 6013
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Klaviersonate Nr. 2 op. 2;Klavier;Schott UT 5013
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Klaviersonaten Nr. 1-3, C-dur, fis-moll, f-moll op. 1, 2, 5;Klavier;Schott UT 50102, 50103, 50104
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Klavierwerke;Klavier;Breitkopf und Härtel 8313, 8314, 8315 (Hrsg: Mandyczweski), pet 3300a, b (Hrsg: Sauer), pet 8200 a-e (Hrsg: Seemann/Stephenson), HN 36, 38, 55, 440, 42 (Hrsg: Georgii)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Variationen über ein ungarisches Lied D-Dur op. 21,2;Klavier;Breitkopf und Härtel 6006
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Vier Klavierstücke op. 119;Klavier;Henle 123, pet 8946 Urtext, UE 2355, sch UT 50 045
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Brahms, Johannes;Vier Klavierstücke op. 119;Klavier;Breitkopf und Härtel 6015
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Busoni, Ferruccio;Sieben Elegien (1907);Klavier;Breitkopf und Härtel 5214
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Busoni, Ferruccio;Sonatina seconda (1912);Klavier;Breitkopf und Härtel 8149
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;12 Etüden op. 10, 12 Etüden op. 25;Klavier;Peters 1907, HN 124 (Hrsg: Zimmermann), sch UT 50030, 50031 Urtext (Hrsg: Badura-Skoda), UE 347 (Hrsg: Pugno)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;24 Préludes op. 28;Klavier;Peters 1908, HN 73 (Hrsg: Zimmermann), sch UT 50005 (Hrsg: Hansen/Demus), hei 722 (Hrsg: Mikuli)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;4 Balladen op. 23, 38, 47, 52;Klavier;Schott UT 50100 Urtext (Hrsg: Ekier), HN 295 (Hrsg: Zimmermann), pet 1905 Urtext (Hrsg: Imai), UE 345 (Hrsg: Pugno)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;4 Scherzi op. 20, 31, 39, 54;Klavier;Peters 1906, sch UT 50061 Urtext (Hrsg: Ekier), HN 279 (Hrsg: Zimmermann)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Ballade g-moll op. 23;Klavier;Schott ED 06 209
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Barcarole Fis-Dur op. 60;Klavier;Schott ED 0422
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Fantasie f-moll op. 49;Klavier;Schott ED 06 240, HN 321, pet in 1906
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Grande Polonaise brillante Es-dur op. 22;Klavier;Henle 631
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Impromptus op. 29, 36, 51, 66;Klavier;Peters 1905, HN 235 (Hrsg: Zimmermann), sch UT 50058 (Hrsg: Ekier), sal EMS 5135/E2 (Hrsg: Cortot)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Klavierstücke: Berceuse, Barcarolle, Bolero, Tarantella, Allegro de concert, Variationen u.a.;Klavier;Peters 1910, HN 318
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Klavierwerke;Klavier;Henle (Hrsg: Zimmermann), PWM (Hrsg: Paderewski), UE  (Hrsg: Pugno), sch  (Hrsg: Badura-Skoda/Ekier)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Polonaise-Fantasie As-Dur op. 61;Klavier;Henle 217
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Polonaisen;Klavier;Peters 1903, HN 217 (Hrsg: Zimmermann), Breitkopf und Härtel 8322 (Hrsg: Friedmann), sal EMS 5133/G5 (Hrsg: Cortot)
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Scherzo b-moll op. 31;Klavier;Schott ED 0372
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Sonaten c-moll, b-moll, h-moll op.4, 35, 58;Klavier;Peters 1909, Breitkopf und Härtel 8322, HN 289, 290
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Chopin, Frédéric;Zwölf Etüden op. 25;Klavier;Schott UT 50031, HN 124
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Debussy, Claude;Estampes;Klavier;Peters 9159e
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Debussy, Claude;Images I und II;Klavier;Peters 9078d
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Debussy, Claude;Pour le piano;Klavier;Henle 385, pet 9159 d
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Debussy, Claude;Préludes I und II;Klavier;Peters 9078b, c
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Debussy, Claude;Sämtliche Klavierwerke;Klavier;Peters 9078a-g, sch Wiener Urtext Edition
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Dohnányi, Ernst von;Album  for Piano I, II;Klavier;Editio Musica Budapest 7464, 7465
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Dohnányi, Ernst von;Passaglia op. 6;Klavier;Doblinger 01505
Klavier Solo ;Romantik, Impressionismus;sehr schwierig;Dohnányi, Ernst von;Vier Rhapsodien op. 11;Klavier;Doblinger 01506, 01507, 01508, 01509
